product_id,purchase_date,category,brand,season,size,color,stock_quantity,original_price,markdown_percentage,current_price,customer_rating,is_returned,return_reason
FB001308,2025-09-03,Accessories,Mango,Fall,,Green,10,49.79,0.2,39.83,3.2,False,
FB007674,2025-10-06,Bottoms,Gap,Fall,XXL,Brown,15,86.3,0.0,86.3,1.9,False,
FB001170,2025-08-09,Tops,Uniqlo,Summer,XXL,White,44,62.11,0.5,31.05,3.1,False,
FB007145,2025-02-24,Tops,Uniqlo,Winter,XL,Brown,3,22.66,0.0,22.66,3.1,False,
FB003347,2025-06-15,Accessories,Gap,Summer,,Gray,24,57.06,0.0,57.06,4.2,False,
FB008818,2024-06-26,Tops,Uniqlo,Summer,L,Pink,43,56.95,0.3,39.87,4.0,False,
FB005764,2025-09-16,Outerwear,Ann Taylor,Fall,L,Gray,19,81.0,0.0,81.0,4.5,False,
FB004052,2024-07-31,Accessories,Zara,Summer,,Green,46,48.94,0.3,34.26,3.6,False,
FB009698,2024-10-21,Tops,Zara,Fall,XS,Brown,22,74.42,0.0,74.42,2.3,False,
FB008289,2024-10-24,Dresses,H&M,Fall,XS,Beige,41,99.14,0.0,99.14,,False,
FB001053,2025-05-05,Accessories,Forever21,Spring,,Gray,8,46.79,0.3,32.75,4.2,False,
FB004564,2025-09-22,Outerwear,Forever21,Fall,XXL,Brown,40,151.72,0.1,136.55,4.3,False,
FB001747,2024-02-23,Tops,Zara,Winter,XS,Blue,0,73.56,0.5,36.78,,False,
FB004584,2024-06-10,Outerwear,Banana Republic,Summer,L,Purple,12,239.64,0.0,239.64,3.8,False,
FB004052,2024-11-24,Accessories,Zara,Fall,,Beige,36,48.94,0.0,48.94,4.3,False,
FB003998,2025-07-01,Tops,Banana Republic,Summer,XXL,Black,11,49.66,0.0,49.66,3.6,False,
FB009126,2025-02-10,Tops,Ann Taylor,Winter,L,Navy,2,42.77,0.0,42.77,3.7,False,
FB008929,2024-11-01,Shoes,Zara,Fall,XL,Brown,34,122.96,0.3,86.07,3.4,False,
FB007674,2025-05-20,Bottoms,Gap,Spring,S,Pink,46,86.3,0.0,86.3,1.6,True,Quality Issue
FB002493,2025-10-25,Accessories,Banana Republic,Fall,,Beige,18,32.37,0.0,32.37,,False,
FB009765,2025-11-21,Bottoms,Forever21,Fall,S,Navy,27,85.21,0.0,85.21,2.2,False,
FB005978,2024-12-01,Bottoms,Ann Taylor,Winter,XS,Blue,15,32.34,0.0,32.34,1.7,True,Color Mismatch
FB008280,2024-09-24,Dresses,H&M,Fall,L,Gray,37,64.05,0.0,64.05,4.0,False,
FB005870,2024-01-12,Accessories,Zara,Winter,,Beige,7,20.93,0.0,20.93,3.1,False,
FB004343,2024-11-10,Outerwear,Forever21,Fall,S,Blue,49,92.72,0.0,92.72,3.7,False,
FB007136,2024-04-30,Accessories,Ann Taylor,Spring,,Purple,14,46.83,0.0,46.83,4.6,False,
FB009334,2025-05-04,Accessories,Mango,Spring,,Navy,44,33.17,0.0,33.17,2.9,False,
FB004584,2025-04-27,Outerwear,Banana Republic,Spring,XL,Purple,38,239.64,0.0,239.64,3.4,False,
FB009939,2025-06-22,Shoes,Forever21,Summer,L,Pink,3,84.46,0.0,84.46,,False,
FB001623,2025-06-01,Outerwear,Forever21,Summer,S,Brown,28,230.52,0.0,230.52,4.3,False,
FB003503,2025-11-27,Tops,Banana Republic,Fall,S,Brown,3,49.14,0.0,49.14,2.8,False,
FB003827,2024-05-15,Tops,Mango,Spring,XL,Blue,19,54.31,0.0,54.31,,False,
FB005926,2025-02-09,Dresses,Uniqlo,Winter,M,Black,34,131.23,0.0,131.23,2.0,True,Color Mismatch
FB008798,2024-03-11,Accessories,H&M,Spring,,Green,41,45.68,0.5,22.84,3.0,False,
FB008890,2025-01-18,Shoes,Zara,Winter,L,Green,34,135.5,0.0,135.5,2.5,True,Wrong Item
FB009334,2025-10-31,Accessories,Mango,Fall,,Red,14,33.17,0.5,16.59,4.6,False,
FB001680,2024-01-24,Tops,Mango,Winter,M,Green,14,28.37,0.0,28.37,4.4,False,
FB004544,2025-04-16,Outerwear,Uniqlo,Spring,M,Navy,39,207.8,0.1,187.02,,False,
FB005882,2024-09-03,Dresses,H&M,Fall,S,White,3,81.79,0.1,73.61,4.0,False,
FB007778,2024-02-15,Outerwear,Forever21,Winter,L,Green,8,206.42,0.2,165.14,4.5,False,
FB006485,2024-10-23,Bottoms,Uniqlo,Fall,S,Brown,42,31.54,0.3,22.08,4.4,False,
FB004466,2024-08-14,Shoes,Gap,Summer,L,Beige,22,119.01,0.2,95.21,2.6,True,Size Issue
FB004721,2025-06-21,Outerwear,Uniqlo,Summer,M,Blue,34,85.55,0.0,85.55,4.5,False,
FB001481,2024-09-03,Accessories,Uniqlo,Fall,,Gray,35,59.88,0.2,47.9,3.7,False,
FB005404,2025-03-02,Bottoms,H&M,Spring,XL,Pink,5,90.04,0.2,72.03,4.4,False,
FB009043,2025-01-14,Shoes,Ann Taylor,Winter,XS,Pink,43,94.87,0.0,94.87,4.5,False,
FB006573,2024-03-15,Tops,Zara,Spring,S,Brown,21,68.3,0.0,68.3,3.1,False,
FB009273,2024-01-16,Accessories,H&M,Winter,,Gray,15,50.83,0.0,50.83,2.2,True,Damaged
FB007145,2025-02-10,Tops,Uniqlo,Winter,S,Pink,22,22.66,0.3,15.86,2.8,False,
FB006883,2024-09-24,Dresses,Gap,Fall,M,Pink,46,41.39,0.0,41.39,3.4,False,
FB007995,2024-11-23,Accessories,Banana Republic,Fall,,Gray,47,57.94,0.5,28.97,,False,
FB008289,2024-01-17,Dresses,H&M,Winter,M,Pink,9,99.14,0.0,99.14,4.4,False,
FB004280,2024-12-03,Bottoms,Zara,Winter,S,Blue,43,38.07,0.0,38.07,4.5,False,
FB005633,2024-09-20,Bottoms,Ann Taylor,Fall,L,Purple,22,68.74,0.0,68.74,1.3,False,
FB002443,2024-05-23,Shoes,Zara,Spring,XXL,Pink,41,64.54,0.0,64.54,3.7,False,
FB008798,2025-06-20,Accessories,H&M,Summer,,Black,3,45.68,0.0,45.68,,False,
FB008280,2025-02-26,Dresses,H&M,Winter,S,Purple,23,64.05,0.2,51.24,,False,
FB008798,2025-09-24,Accessories,H&M,Fall,,Purple,31,45.68,0.0,45.68,3.4,False,
FB005882,2024-01-07,Dresses,H&M,Winter,XL,Pink,34,81.79,0.0,81.79,,False,
FB001125,2024-01-18,Dresses,Gap,Winter,XL,Purple,15,64.66,0.0,64.66,2.8,True,Size Issue
FB004574,2025-09-26,Bottoms,Uniqlo,Fall,XL,Beige,23,90.5,0.0,90.5,2.3,False,
FB002871,2025-04-15,Shoes,Zara,Spring,XL,Gray,5,149.2,0.0,149.2,3.2,False,
FB001170,2024-04-05,Tops,Uniqlo,Spring,L,Blue,5,62.11,0.5,31.05,,True,Quality Issue
FB001748,2025-03-20,Tops,Banana Republic,Spring,XXL,Red,33,71.2,0.0,71.2,4.7,False,
FB009293,2024-08-23,Bottoms,H&M,Summer,S,Brown,17,44.77,0.0,44.77,,False,
FB008808,2025-07-31,Outerwear,H&M,Summer,XXL,Black,9,96.52,0.3,67.56,,False,
FB009799,2024-03-19,Shoes,Ann Taylor,Spring,M,Navy,43,106.91,0.0,106.91,3.1,False,
FB001912,2024-12-05,Accessories,Uniqlo,Winter,,Blue,46,44.22,0.0,44.22,,False,
FB007788,2025-05-27,Shoes,Forever21,Spring,XXL,Red,38,66.69,0.5,33.34,3.7,True,Changed Mind
FB009799,2024-11-30,Shoes,Ann Taylor,Fall,XS,Purple,24,106.91,0.5,53.45,4.1,False,
FB001859,2024-07-09,Shoes,Banana Republic,Summer,XXL,Brown,15,62.12,0.0,62.12,,False,
FB005039,2024-03-25,Dresses,H&M,Spring,M,Navy,6,142.2,0.2,113.76,3.3,False,
FB000965,2024-01-06,Tops,Mango,Winter,M,Green,27,20.43,0.3,14.3,,False,
FB007317,2025-07-24,Shoes,Ann Taylor,Summer,XL,Pink,5,162.48,0.0,162.48,,False,
FB009768,2025-01-29,Bottoms,Gap,Winter,XS,Beige,35,49.58,0.0,49.58,4.8,False,
FB008977,2025-08-08,Shoes,Banana Republic,Summer,XL,Navy,17,157.97,0.0,157.97,4.7,False,
FB005662,2024-05-29,Bottoms,Forever21,Spring,XS,Navy,4,35.17,0.0,35.17,2.9,False,
FB006566,2024-09-14,Outerwear,H&M,Fall,S,Purple,8,219.76,0.0,219.76,3.6,False,
FB009273,2024-01-07,Accessories,H&M,Winter,,Blue,21,50.83,0.5,25.41,3.1,False,
FB000225,2025-10-28,Tops,Forever21,Fall,XL,Navy,25,38.65,0.2,30.92,3.0,False,
FB007614,2024-10-25,Bottoms,Ann Taylor,Fall,XXL,Purple,17,47.07,0.0,47.07,1.7,True,Damaged
FB007680,2025-01-08,Shoes,Uniqlo,Winter,XS,Brown,46,107.09,0.2,85.67,3.9,False,
FB007214,2024-08-02,Bottoms,H&M,Summer,L,Beige,50,91.19,0.0,91.19,,False,
FB008057,2025-11-20,Shoes,Banana Republic,Fall,L,Navy,45,132.52,0.0,132.52,3.7,False,
FB008495,2025-01-21,Outerwear,Banana Republic,Winter,XS,Green,32,89.21,0.0,89.21,1.8,False,
FB006623,2025-07-10,Bottoms,Gap,Summer,XS,Red,5,38.11,0.0,38.11,3.0,False,
FB004564,2024-09-11,Outerwear,Forever21,Fall,XXL,Purple,41,151.72,0.1,136.55,4.6,False,
FB009892,2024-12-05,Dresses,Banana Republic,Winter,L,White,35,120.8,0.3,84.56,2.8,False,
FB003630,2025-08-12,Shoes,H&M,Summer,S,Green,32,108.76,0.5,54.38,2.4,False,
FB008667,2024-12-19,Shoes,Uniqlo,Winter,XS,Green,19,129.52,0.5,64.76,3.6,True,Size Issue
FB008780,2025-04-11,Accessories,Mango,Spring,,Gray,46,29.2,0.0,29.2,4.8,False,
FB005273,2024-11-22,Shoes,Banana Republic,Fall,XS,Beige,6,109.19,0.1,98.27,,False,
FB004292,2024-09-06,Dresses,Gap,Fall,XL,Navy,25,124.82,0.0,124.82,2.8,True,Size Issue
FB001772,2024-07-09,Outerwear,Mango,Summer,XXL,Purple,12,125.36,0.0,125.36,,False,
FB009043,2025-08-29,Shoes,Ann Taylor,Summer,L,Blue,50,94.87,0.2,75.9,4.1,False,
FB004316,2025-08-14,Tops,Ann Taylor,Summer,XS,Pink,42,20.19,0.3,14.13,4.3,False,
FB004162,2025-06-24,Tops,Mango,Summer,XXL,Red,22,47.67,0.0,47.67,2.8,False,
FB002069,2025-04-13,Shoes,Uniqlo,Spring,XL,Navy,39,140.66,0.0,140.66,4.2,False,
FB006119,2025-11-19,Accessories,Uniqlo,Fall,,Navy,44,32.95,0.2,26.36,3.3,False,
FB001189,2025-06-07,Tops,Uniqlo,Summer,L,Blue,31,47.43,0.0,47.43,4.0,False,
FB007607,2025-10-22,Bottoms,Mango,Fall,S,Pink,28,75.34,0.3,52.74,,False,
FB006917,2025-01-02,Dresses,Forever21,Winter,XS,Green,31,109.02,0.5,54.51,4.0,False,
FB008057,2025-05-18,Shoes,Banana Republic,Spring,L,Green,17,132.52,0.0,132.52,,True,Size Issue
FB003681,2025-07-04,Dresses,Mango,Summer,M,Navy,31,114.01,0.0,114.01,3.7,False,
FB004584,2025-06-07,Outerwear,Banana Republic,Summer,XS,Brown,48,239.64,0.3,167.75,2.1,False,
FB009821,2025-07-13,Outerwear,Forever21,Summer,S,Blue,28,145.21,0.2,116.17,4.4,False,
FB009433,2024-12-22,Outerwear,Zara,Winter,XS,Green,13,225.64,0.0,225.64,,False,
FB000894,2025-09-16,Dresses,Forever21,Fall,XXL,Blue,3,70.17,0.2,56.14,3.1,False,
FB002371,2024-12-25,Dresses,Uniqlo,Winter,XL,Beige,18,134.42,0.0,134.42,2.6,False,
FB003909,2025-08-09,Tops,Zara,Summer,M,Pink,3,57.28,0.0,57.28,1.8,True,Damaged
FB007023,2025-11-02,Shoes,Zara,Fall,S,Navy,43,60.91,0.3,42.64,3.9,False,
FB007680,2025-05-16,Shoes,Uniqlo,Spring,S,Brown,4,107.09,0.0,107.09,4.1,False,
FB005414,2025-02-16,Tops,H&M,Winter,XL,Beige,31,74.33,0.0,74.33,1.5,False,
FB008465,2025-08-18,Accessories,Uniqlo,Summer,,Black,29,40.01,0.0,40.01,3.7,False,
FB004137,2024-03-05,Bottoms,Forever21,Spring,XL,Blue,20,97.58,0.5,48.79,2.8,False,
FB008838,2024-12-11,Bottoms,H&M,Winter,XL,Brown,48,62.92,0.5,31.46,4.0,False,
FB007020,2024-02-17,Tops,Uniqlo,Winter,XS,Purple,28,64.82,0.0,64.82,2.6,True,Quality Issue
FB007750,2024-01-01,Outerwear,Zara,Winter,L,Gray,19,134.09,0.0,134.09,4.1,False,
FB004326,2024-10-07,Tops,Gap,Fall,XS,Purple,10,32.22,0.1,29.0,3.3,False,
FB000772,2025-02-09,Shoes,Ann Taylor,Winter,XXL,Beige,5,61.82,0.0,61.82,4.6,False,
FB007954,2024-01-02,Dresses,Mango,Winter,S,Green,7,70.63,0.2,56.5,2.4,True,Size Issue
FB008495,2024-05-15,Outerwear,Banana Republic,Spring,L,White,20,89.21,0.1,80.29,3.2,False,
FB006233,2024-11-02,Shoes,Mango,Fall,S,Blue,33,150.84,0.0,150.84,2.3,True,Size Issue
FB009081,2024-01-09,Tops,Mango,Winter,XL,Purple,9,24.12,0.3,16.88,4.6,False,
FB005461,2025-09-22,Dresses,Ann Taylor,Fall,XXL,Green,24,78.28,0.0,78.28,,True,Size Issue
FB000894,2025-03-15,Dresses,Forever21,Spring,M,Navy,46,70.17,0.1,63.15,4.5,False,
FB008838,2024-01-28,Bottoms,H&M,Winter,XXL,Beige,50,62.92,0.2,50.34,2.9,True,Size Issue
FB008703,2025-05-21,Outerwear,Forever21,Spring,L,White,23,216.24,0.1,194.62,4.0,False,
FB001420,2024-05-15,Bottoms,Gap,Spring,L,Brown,30,89.62,0.0,89.62,4.4,False,
FB005039,2024-01-18,Dresses,H&M,Winter,XL,White,40,142.2,0.2,113.76,,True,Size Issue
FB009418,2025-03-01,Tops,Banana Republic,Spring,L,Blue,32,54.32,0.2,43.46,3.8,False,
FB007145,2024-06-08,Tops,Uniqlo,Summer,XL,Red,15,22.66,0.1,20.39,3.7,False,
FB000189,2024-09-07,Outerwear,Uniqlo,Fall,XS,Blue,47,245.08,0.1,220.57,2.8,False,
FB000654,2024-05-02,Bottoms,Gap,Spring,XS,Navy,33,92.93,0.0,92.93,2.1,False,
FB004836,2024-09-22,Accessories,Forever21,Fall,,Navy,1,19.06,0.3,13.34,4.5,False,
FB009529,2025-03-15,Outerwear,Mango,Spring,M,Pink,3,132.06,0.1,118.85,4.6,False,
FB001748,2025-08-03,Tops,Banana Republic,Summer,S,Red,7,71.2,0.1,64.08,4.0,False,
FB004012,2025-06-05,Tops,Forever21,Summer,XS,Black,24,21.47,0.0,21.47,,True,Color Mismatch
FB007180,2024-07-02,Tops,Gap,Summer,XS,Pink,14,37.1,0.0,37.1,3.2,False,
FB008099,2024-09-11,Shoes,Banana Republic,Fall,L,Red,11,93.73,0.1,84.36,3.2,True,Wrong Item
FB005492,2025-06-12,Accessories,H&M,Summer,,Black,18,27.77,0.0,27.77,,False,
FB007136,2024-12-01,Accessories,Ann Taylor,Winter,,White,36,46.83,0.0,46.83,,False,
FB009273,2025-09-29,Accessories,H&M,Fall,,Gray,49,50.83,0.0,50.83,4.2,False,
FB004280,2025-07-13,Bottoms,Zara,Summer,S,Navy,40,38.07,0.5,19.04,,False,
FB008929,2024-12-09,Shoes,Zara,Winter,XS,Purple,15,122.96,0.3,86.07,,False,
FB006623,2025-05-18,Bottoms,Gap,Spring,XS,Navy,33,38.11,0.0,38.11,,False,
FB005404,2025-01-16,Bottoms,H&M,Winter,L,White,25,90.04,0.0,90.04,4.5,False,
FB009296,2025-08-29,Tops,Zara,Summer,XL,Black,16,34.45,0.0,34.45,4.5,False,
FB009708,2025-02-06,Outerwear,Ann Taylor,Winter,XXL,Red,8,154.05,0.3,107.84,4.3,False,
FB000511,2024-04-21,Bottoms,Ann Taylor,Spring,S,White,22,75.03,0.5,37.52,4.0,False,
FB002042,2025-04-07,Accessories,Gap,Spring,,Beige,19,43.04,0.0,43.04,2.1,True,Wrong Item
FB006573,2024-08-08,Tops,Zara,Summer,M,Navy,3,68.3,0.2,54.64,2.5,False,
FB003250,2024-09-23,Shoes,Banana Republic,Fall,S,Black,35,101.57,0.0,101.57,4.5,False,
FB004500,2024-04-06,Shoes,Ann Taylor,Spring,L,White,25,131.48,0.0,131.48,,True,Size Issue
FB000987,2025-10-07,Outerwear,Uniqlo,Fall,XXL,White,1,176.67,0.0,176.67,3.9,False,
FB001744,2024-07-21,Shoes,Forever21,Summer,XXL,Green,21,116.0,0.0,116.0,,False,
FB009106,2024-02-13,Bottoms,Banana Republic,Winter,L,Black,1,78.76,0.5,39.38,1.4,False,
FB004721,2025-11-30,Outerwear,Uniqlo,Fall,L,Navy,9,85.55,0.2,68.44,2.2,False,
FB004011,2025-09-20,Shoes,Forever21,Fall,XL,Brown,30,119.44,0.3,83.61,4.0,False,
FB007124,2024-03-30,Bottoms,Gap,Spring,M,Blue,15,37.81,0.2,30.25,1.3,False,
FB008808,2024-01-20,Outerwear,H&M,Winter,L,Red,32,96.52,0.0,96.52,2.5,True,Changed Mind
FB008099,2025-02-01,Shoes,Banana Republic,Winter,M,Navy,17,93.73,0.2,74.98,,False,
FB000189,2025-04-28,Outerwear,Uniqlo,Spring,XL,Red,6,245.08,0.0,245.08,3.8,False,
FB004544,2025-11-03,Outerwear,Uniqlo,Fall,S,Beige,48,207.8,0.0,207.8,4.1,False,
